-.2326132590,.1591558889,-.3924696105
-.2330247490,.1971794342,-.3034285998
-.2363428360,.2316699633,-.2222973828
-.2419276170,.2634052834,-.1468512037
-.2493746970,.2928769486,-.7567986120e-1
-.2584104280,.3204175795,-.7818064879e-2
-.2688408110,.3462629854,.5743396838e-1
-.2805238610,.3705857543,.1206072643
-.2933534930,.3935148321,.1821205902
-.3072496040,.4151475857,.2423155966
-.3221517060,.4355575391,.3014798760
-.3380147300,.4547994758,.3598628499
-.3548062270,.4729128379,.4176872538
-.2270063753,.1706844700,-.4569642607
-.2249493612,.2117085275,-.3607764864
-.2264543460,.2484029129,-.2747827191
-.2306087499,.2818768816,-.1958044059
-.2368712529,.3127884200,-.1219591658
-.2448905218,.3415645788,-.5201829650e-1
-.2544244964,.3684995859,.1487748431e-1
-.2652994337,.3938046293,.7936162947e-1
-.2773871180,.4176355578,.1419215486
-.2905912970,.4401093676,.2029462840
-.3048391970,.4613145153,.2627567401
-.3200760210,.4813176085,.3216258627
-.3362612990,.5001678401,.3797927706
-.2254083755,.1787488035,-.5321249618
-.2199597937,.2238953712,-.4256276746
-.2191463215,.2634078804,-.3330832655
-.2215515970,.2990079451,-.2495355337
-.2264095176,.3316267793,-.1723193000
-.2332506800,.3618349460,-.9980079540e-1
-.2417639208,.3900106726,-.3088791506e-1
-.2517317407,.4164183332,.3519679563e-1
-.2629964721,.4412495754,.9903465975e-1
-.2754410146,.4646467361,.1610783519
-.2889771700,.4867170221,.2216930254
-.3035382522,.5075414921,.2811828251
-.3190742494,.5271809351,.3398088546
-.2295143567,.1813574269,-.6236641536
-.2189094062,.2327716522,-.5007015793
-.2149561843,.2761005825,-.3988108841
-.2151401132,.3144007341,-.3091259226
-.2182866930,.3490997316,-.2275458125
-.2237338747,.3810023063,-.1517686548
-.2310656294,.4106141505,-.8034433257e-1
-.2400015053,.4382761575,-.1228461747e-1
-.2503431979,.4642293689,.5312444825e-1
-.2619458240,.4886498937,.1164231351
-.2747012526,.5116691672,.1780364699
-.2885278658,.5333863963,.2383104551
-.3033640098,.5538765240,.2975357544
-.2435422211,.1734662043,-.7463173815
-.2233397127,.2365464275,-.5911140552
-.2147228315,.2855441167,-.4745931083
-.2119254991,.3274680446,-.3761987155
-.2129072497,.3647984303,-.2887568233
-.2166589714,.3987618666,-.2087495137
-.2225937637,.4300717437,-.1341363037
-.2303354887,.4591852609,-.6360378820e-1
-.2396272064,.4864147351,.3757163587e-2
-.2502855751,.5119830217,.6861135680e-1
-.2621758209,.5360539397,.1314668944
-.2751969918,.5587501980,.1927269600
-.2892727976,.5801645300,.2527223447
-.3079198448+.1007312612e-1*I,.1060340425+.1224406143e-1*I,-1.047197551+.3710551938e-1*I
-.2368030195,.2310015127,-.7091283979
-.2199269870,.2900383446,-.5652742794
-.2127612977,.3372720862,-.4533849979
-.2108508805,.3781179525,-.3576309572
-.2124606066,.4146850223,-.2719247944
-.2166961690,.4480603432,-.1931521028
-.2230250306,.4788912208,-.1194609333
-.2311006947,.5075988299,-.4963906336e-1
-.2406840278,.5344738411,.1716300833e-1
-.2516031860,.5597251333,.8157254930e-1
-.2637312575,.5835069695,.1440728673
-.2769729306,.6059352045,.2050501977
-.2929609298+.8567389932e-1*I,.1368177058+.1041381270*I,-1.047197551+.3106418589*I
-.2762338806,.1956734481,-.9155484245
-.2338339858,.2857349839,-.6820052335
-.2191360521,.3421243015,-.5454916392
-.2130134142,.3880901948,-.4368899469
-.2117631745,.4281336045,-.3430753392
-.2138491989,.4641217248,-.2586670644
-.2184561139,.4970456584,-.1808274935
-.2250899315,.5275058571,-.1078379913
-.2334256041,.5558974212,-.3855933517e-1
-.2432370779,.5824951232,.2781436347e-1
-.2543610513,.6074974582,.9188263923e-1
-.2666765081,.6310515252,.1541103498
-.2791919193+.1238010693*I,.1680834850+.1504823706*I,-1.047197551+.4416425481*I
-.2980926591+.7931744308e-1*I,.1836330259+.9641174290e-1*I,-1.047197552+.2882343309*I
-.2694474769,.2569754687,-.8711078747
-.2342628949,.3382666652,-.6633872156
-.2209530755,.3929687044,-.5315080257
-.2155350335,.4380781497,-.4251056922
-.2147415394,.4775663758,-.3326191271
-.2171614966,.5131485959,-.2491107805
-.2220310002,.5457533494,-.1719231688
-.2288817547,.5759498571,-.9942633106e-1
-.2374032256,.6041155802,-.3053029889e-1
-.2473783019,.6305144202,.3554108966e-1
-.2586495741,.6553377112,.9936832829e-1
-.2667254009+.1554305642*I,.1998769994+.1889285762*I,-1.047197551+.5452555446*I
-.2856261390+.1211351948*I,.2154265389+.1472419534*I,-1.047197552+.4326895101*I
-.3045268794+.7531524362e-1*I,.2309760805+.9154699920e-1*I,-1.047197551+.2740526808*I
-.2700854544,.3113639563,-.8493726797
-.2380231206,.3888600045,-.6527388504
-.2254712160,.4426407852,-.5233741290
-.2204512664,.4872663422,-.4182062925
-.2199196811,.5264362143,-.3264759564
-.2225327397,.5617837158,-.2434841182
-.2275549238,.5942028833,-.1666725161
-.2345323078,.6242454720,-.9446070975e-1
-.2431625493,.6522789810,-.2578649565e-1
-.2532336251,.6785611330,.4010942874e-1
-.2557026448+.1842677567*I,.2322554857+.2239806894*I,-1.047197551+.6353176695*I
-.2746033842+.1549008719*I,.2478050261+.1882847258*I,-1.047197552+.5435612544*I
-.2935041232+.1204887159*I,.2633545664+.1464561468*I,-1.047197552+.4305134302*I
-.3124048622+.7432602205e-1*I,.2789041070+.9034458307e-1*I,-1.047197551+.2705390028*I
-.2766682591,.3608662950,-.8445033276
-.2452717918,.4375529720,-.6502259814
-.2328951003,.4911207784,-.5214408550
-.2279685401,.5356328191,-.4165617421
-.2274987983,.5747275185,-.3250093962
-.2301576259,.6100193873,-.2421395544
-.2352160873,.6423944595,-.1654169559
-.2422236115,.6724004105,-.9327271552e-1
-.2508797774,.7004024105,-.2465112656e-1
-.2463043384+.2118084312*I,.2652921546+.2574568620*I,-1.047197551+.7172897934*I
-.2652050776+.1854667568*I,.2808416952+.2254380951*I,-1.047197552+.6389688267*I
-.2841058157+.1562581237*I,.2963912347+.1899344893*I,-1.047197552+.5478997481*I
-.3030065548+.1221427871*I,.3119407754+.1484666994*I,-1.047197551+.4360772684*I
-.3219072938+.7684202080e-1*I,.3274903158+.9340282366e-1*I,-1.047197552+.2794692511*I
-.2895645735,.4053271819,-.8572529406
-.2563990270,.4841642046,-.6567085303
-.2435675233,.5382848419,-.5264175798
-.2383996060,.5830902567,-.4207915938
-.2377703461,.6223788534,-.3287796955
-.2403112538,.6578140562,-.2455952049
